eventID ,occurrenceID , eventDate , eventTime ,decimalLatitude ,decimalLongitude ,habitat ,samplingProtocol ,scientificName ,taxonRank ,scientificNameID ,scientificNameAuthorship ,kingdom ,phylum ,class ,order ,family ,genus , measurementType , measurementUnit ,measurementValue
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Cistenides hyperborea,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cistenides hyperborea,Species,urn:lsid:marinespecies.org:taxname:157317,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,biomass,Grams per 1000 square meter,2225.479946
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Cryptonatica affinis,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cryptonatica affinis,Species,urn:lsid:marinespecies.org:taxname:140525,"Gmelin, 1791",Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,biomass,Grams per 1000 square meter,136.0015523
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Eualus gaimardii ,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus gaimardii ,Species,urn:lsid:marinespecies.org:taxname:107504,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,95.81927547
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Eualus macilentus,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus macilentus,Species,urn:lsid:marinespecies.org:taxname:158359,"Krøyer, 1841",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,49.45510992
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Euspira pallida,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Euspira pallida,Species,urn:lsid:marinespecies.org:taxname:140536,"Broderip & G. B. Sowerby I, 1829",Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,biomass,Grams per 1000 square meter,123.6377748
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Latisipho hypolispus,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Latisipho hypolispus,Species,urn:lsid:marinespecies.org:taxname:491062,"Dall, 1891",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Latisipho,biomass,Grams per 1000 square meter,123.6377748
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Leptasterias groenlandica,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias groenlandica,Species,urn:lsid:marinespecies.org:taxname:369176,"Steenstrup in Lutken, 1857",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,biomass,Grams per 1000 square meter,1026.193531
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Leptasterias polaris,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias (Hexasterias) polaris,Species,urn:lsid:marinespecies.org:taxname:125154,"Müller & Troschel, 1842",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias (Hexasterias),biomass,Grams per 1000 square meter,1038.557308
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Melita formosa,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Quasimelita formosa,Species,urn:lsid:marinespecies.org:taxname:423709,"Murdoch, 1885",Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Quasimelita,biomass,Grams per 1000 square meter,12.36377748
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Neptunea heros,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Neptunea heros,Species,urn:lsid:marinespecies.org:taxname:254479,"J. E. Gray, 1850",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,biomass,Grams per 1000 square meter,618.188874
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Ophiura sarsiii,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura sarsiii,Species,urn:lsid:marinespecies.org:taxname:124934,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,biomass,Grams per 1000 square meter,2664.394047
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Pagurus trigonocheirus,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pagurus trigonocheirus,Species,urn:lsid:marinespecies.org:taxname:254490,"Stimpson, 1858",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,biomass,Grams per 1000 square meter,148.3653298
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Phyllodoce groenlandica,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Phyllodoce groenlandica,Species,urn:lsid:marinespecies.org:taxname:334506,"Örsted, 1842",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,biomass,Grams per 1000 square meter,12.36377748
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Ampharetidae,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ampharetidae,Family,urn:lsid:marinespecies.org:taxname:981,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,n/a,biomass,Grams per 1000 square meter,296.7306595
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Stegocephalidae,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stegocephalidae,Family,urn:lsid:marinespecies.org:taxname:101408,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,n/a,biomass,Grams per 1000 square meter,160.7291072
SKQ202412S-DBO3.6,SKQ202412S-DBO3.6-Stomphia,8/13/2024,14:57:01,67.896156,-168.247056,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stomphia,Genus,urn:lsid:marinespecies.org:taxname:100716,"Gosse, 1859",Animalia,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Stomphia,biomass,Grams per 1000 square meter,2732.394823
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Amicula vestita,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Amicula amiculata,Species,urn:lsid:marinespecies.org:taxname:386339,"Pallas, 1788",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Amicula,biomass,Grams per 1000 square meter,2.347213599
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Amphiura sundevalli,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Amphiura sundevalli,Species,urn:lsid:marinespecies.org:taxname:125100,"Müller & Troschel, 1842",Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,biomass,Grams per 1000 square meter,2.347213599
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Actiniaria,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Actiniaria,Order,urn:lsid:marinespecies.org:taxname:1360,"Hertwig, 1882",Animalia,Cnidaria,Hexacorallia,Actiniaria,n/a,n/a,biomass,Grams per 1000 square meter,16.43049519
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Argis,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Argis,Genus,urn:lsid:marinespecies.org:taxname:107006,"Krøyer, 1843",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,biomass,Grams per 1000 square meter,248.8046415
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Balanus nubilis,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Balanus nubilus,Species,urn:lsid:marinespecies.org:taxname:594745,"Darwin, 1854",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,biomass,Grams per 1000 square meter,58.68033998
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Beringius behringi,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Beringius behringi,Species,urn:lsid:marinespecies.org:taxname:160112,"Middendorff, 1848",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Beringius,biomass,Grams per 1000 square meter,173.6938063
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Boltenia echinata,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Boltenia echinata,Species,urn:lsid:marinespecies.org:taxname:103814,"Linnaeus, 1767",Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,biomass,Grams per 1000 square meter,138.4856023
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Brachiopoda,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Brachiopoda,Phylum,urn:lsid:marinespecies.org:taxname:1803,"Duméril, 1805",Animalia,Brachiopoda,n/a,n/a,n/a,n/a,biomass,Grams per 1000 square meter,7.041640797
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Bryozoa soft lobed,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Bryozoa soft lobed,Phylum,urn:lsid:marinespecies.org:taxname:146142,n/a,Animalia,Bryozoa,n/a,n/a,n/a,n/a,biomass,Grams per 1000 square meter,9.388854396
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Chionoecetes opilio,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chionoecetes opilio,Species,urn:lsid:marinespecies.org:taxname:107315,"Fabricius, 1788",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,biomass,Grams per 1000 square meter,2234.547346
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Chlamys behringiana,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chlamys behringiana,Species,urn:lsid:marinespecies.org:taxname:391825,"Middendorff, 1849",Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,biomass,Grams per 1000 square meter,1255.759276
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Cistenides hyperborea,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cistenides hyperborea,Species,urn:lsid:marinespecies.org:taxname:157317,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,biomass,Grams per 1000 square meter,4.694427198
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Dendrodoa lineata,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Dendrodoa lineata,Species,urn:lsid:marinespecies.org:taxname:103883,"Traustedt, 1880",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Dendrodoa,biomass,Grams per 1000 square meter,2.347213599
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Diastylis alaskensis,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Diastylis alaskensis,Species,urn:lsid:marinespecies.org:taxname:181923,"Calman, 1912",Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,biomass,Grams per 1000 square meter,2.347213599
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Eualus gaimardii ,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus gaimardii ,Species,urn:lsid:marinespecies.org:taxname:107504,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,21.12492239
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Eucratea loricata,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eucratea loricata,Species,urn:lsid:marinespecies.org:taxname:111361,"Linnaeus, 1758",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eucrateidae,Eucratea,biomass,Grams per 1000 square meter,4.694427198
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Gersemia rubiformis,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Gersemia rubiformis,Species,urn:lsid:marinespecies.org:taxname:156103,"Ehrenberg, 1834",Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Alcyoniidae,Gersemia,biomass,Grams per 1000 square meter,7.041640797
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Golfingia margaritacea,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Golfingia margaritacea,Species,urn:lsid:marinespecies.org:taxname:175027,"Sars, 1851",Animalia,Annelida,n/a,Sipuncula,Golfingiidae,Golfingia,biomass,Grams per 1000 square meter,7.041640797
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Gorgonocephalus eucnemis,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Gorgonocephalus eucnemis,Species,urn:lsid:marinespecies.org:taxname:124969,"Müller & Troschel, 1842",Animalia,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Gorgonocephalus,biomass,Grams per 1000 square meter,445.9705838
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Halichondria panicea,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Halichondria panicea,Species,urn:lsid:marinespecies.org:taxname:165853,"Pallas, 1766",Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,biomass,Grams per 1000 square meter,16.43049519
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Halocynthia aurantium,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Halocynthia aurantium,Species,urn:lsid:marinespecies.org:taxname:250674,"Pallas, 1787",Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Halocynthia,biomass,Grams per 1000 square meter,6187.255047
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Heteropora,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Heteropora,Genus,urn:lsid:marinespecies.org:taxname:248342,"de Blainville, 1830",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Heteroporidae,Heteropora,biomass,Grams per 1000 square meter,1.1736068
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Hiatella arctica,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hiatella arctica,Species,urn:lsid:marinespecies.org:taxname:140103,"Linnaeus, 1767",Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Hiatella,biomass,Grams per 1000 square meter,7.041640797
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Hyas coarctatus,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hyas coarctatus,Species,urn:lsid:marinespecies.org:taxname:107323,"Leach, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,biomass,Grams per 1000 square meter,457.7066518
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Hydroidea,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hydrozoa,Class,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",Animalia,Cnidaria,Hydrozoa,n/a,n/a,n/a,biomass,Grams per 1000 square meter,14.08328159
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Maera prionochira,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Maera danae,Species,urn:lsid:marinespecies.org:taxname:158037,"Stimpson, 1853",Animalia,Arthropoda,Malacostraca,Amphipoda,Maeridae,Maera,biomass,Grams per 1000 square meter,1.1736068
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Maldanidae,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Maldanidae,Family,urn:lsid:marinespecies.org:taxname:923,"Malmgren, 1867",Animalia,Annelida,Polychaeta,n/a,Maldanidae,n/a,biomass,Grams per 1000 square meter,1.1736068
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Margarites costalis,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Margarites costalis,Species,urn:lsid:marinespecies.org:taxname:141819,"A. Gould, 1841",Animalia,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,biomass,Grams per 1000 square meter,14.08328159
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Melita dentata,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Megamoera dentata,Species,urn:lsid:marinespecies.org:taxname:423508,"Krøyer, 1842",Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,biomass,Grams per 1000 square meter,2.347213599
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Nereis pelagica,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Nereis pelagica,Species,urn:lsid:marinespecies.org:taxname:130404,"Linnaeus, 1758",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,biomass,Grams per 1000 square meter,0.23472136
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Ophiopholis aculeata,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiopholis aculeata,Species,urn:lsid:marinespecies.org:taxname:125125,"Linnaeus, 1767",Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,biomass,Grams per 1000 square meter,7.041640797
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Ophiura robusta,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura robusta,Species,urn:lsid:marinespecies.org:taxname:124933,"Ayres, 1852",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,biomass,Grams per 1000 square meter,1.1736068
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Pandalus borealis eous,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pandalus borealis eous,Species,urn:lsid:marinespecies.org:taxname:515463,"Makarov, 1935",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,biomass,Grams per 1000 square meter,227.6797191
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Polynoidae,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Polynoidae,Family,urn:lsid:marinespecies.org:taxname:939,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,n/a,biomass,Grams per 1000 square meter,4.694427198
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Pteraster obscurus,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pteraster obscurus,Species,urn:lsid:marinespecies.org:taxname:124149,"Perrier, 1891",Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,biomass,Grams per 1000 square meter,124.4023208
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Sclerocrangon boreas,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Sclerocrangon boreas,Species,urn:lsid:marinespecies.org:taxname:107568,"Phipps, 1774",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sclerocrangon,biomass,Grams per 1000 square meter,53.98591278
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Sertularia robusta,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Sertularia robusta,Species,urn:lsid:marinespecies.org:taxname:117923,"Clark, 1877",Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,biomass,Grams per 1000 square meter,23.47213599
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Spirontocaris,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Spirontocaris,Genus,urn:lsid:marinespecies.org:taxname:106994,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,biomass,Grams per 1000 square meter,16.43049519
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Stenosemus albus,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stenosemus albus,Species,urn:lsid:marinespecies.org:taxname:247773,"Linnaeus, 1767",Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenosemus,biomass,Grams per 1000 square meter,0.23472136
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Stomphia,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stomphia,Genus,urn:lsid:marinespecies.org:taxname:100716,"Gosse, 1859",Animalia,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Stomphia,biomass,Grams per 1000 square meter,98.58297116
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Strongylocentrotus pallidus,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Strongylocentrotus pallidus,Species,urn:lsid:marinespecies.org:taxname:124324,"Sars G.O., 1872",Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,biomass,Grams per 1000 square meter,11585.84633
SKQ202412S-DBO3.4,SKQ202412S-DBO3.4-Styela rustica,8/14/2024,3:13:36,68.127488,-167.488458,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Styela rustica,Species,urn:lsid:marinespecies.org:taxname:103937,"Linnaeus, 1767",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,biomass,Grams per 1000 square meter,89.19411677
SKQ202412S-DBO3.2,SKQ202412S-DBO3.2-Abietinaria,8/14/2024,8:17:18,68.242117,-167.117382,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Abietinaria,Genus,urn:lsid:marinespecies.org:taxname:117225,"Kirchenpauer, 1884",Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,biomass,Grams per 1000 square meter,9.786628616
SKQ202412S-DBO3.2,SKQ202412S-DBO3.2-Arctolembos arcticus,8/14/2024,8:17:18,68.242117,-167.117382,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Arctolembos arcticus,Species,urn:lsid:marinespecies.org:taxname:102014,"Hansen, 1888",Animalia,Arthropoda,Malacostraca,Amphipoda,Aoridae,Arctolembos,biomass,Grams per 1000 square meter,2.446657154
SKQ202412S-DBO3.2,SKQ202412S-DBO3.2-Argis,8/14/2024,8:17:18,68.242117,-167.117382,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Argis,Genus,urn:lsid:marinespecies.org:taxname:107006,"Krøyer, 1843",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,biomass,Grams per 1000 square meter,107.6529148
SKQ202412S-DBO3.2,SKQ202412S-DBO3.2-Ariadnaria borealis,8/14/2024,8:17:18,68.242117,-167.117382,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ariadnaria borealis,Species,urn:lsid:marinespecies.org:taxname:714762,"Broderip & G. B. Sowerby I, 1829",Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Ariadnaria,biomass,Grams per 1000 square meter,19.57325723
SKQ202412S-DBO3.2,SKQ202412S-DBO3.2-Asterias amurensis,8/14/2024,8:17:18,68.242117,-167.117382,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Asterias amurensis,Species,urn:lsid:marinespecies.org:taxname:254497,"Lutken, 1871",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,biomass,Grams per 1000 square meter,3302.987158
