eventDate ,eventID,occurrenceID ,decimalLatitude ,decimalLongitude ,eventTime ,habitat ,samplingProtocol ,scientificName ,taxonRank ,scientificNameID ,scientificNameAuthorship ,kingdom ,phylum ,class ,order ,family ,genus , measurementType , measurementUnit ,measurementValue
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Admete solida,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Admete solida,Species,urn:lsid:marinespecies.org:taxname:576338,"Aurivillius, 1885",Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Anonyx,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Anonyx,Genus,urn:lsid:marinespecies.org:taxname:101592,"Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Anonyx,biomass,Grams per 1000 square meter,36.011
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Argis,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Argis,Genus,urn:lsid:marinespecies.org:taxname:107006,"Krøyer, 1843",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,biomass,Grams per 1000 square meter,64.52
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Balanus crenatus,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Balanus crenatus,Species,urn:lsid:marinespecies.org:taxname:106215,"Bruguière, 1789",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,biomass,Grams per 1000 square meter,630.194
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Buccinum polare,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum polare,Species,urn:lsid:marinespecies.org:taxname:138873,"Gray, 1839",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Buccinum scalariforme,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum scalariforme,Species,urn:lsid:marinespecies.org:taxname:138875,"Møller, 1842",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,biomass,Grams per 1000 square meter,180.056
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Buccinum solenum,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum solenum,Species,urn:lsid:marinespecies.org:taxname:490864,"Mörch, 1869",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,biomass,Grams per 1000 square meter,180.056
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Calycidoris guentheri,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Calycidoris guentheri,Species,urn:lsid:marinespecies.org:taxname:146756,"Abraham, 1876",Animalia,Mollusca,Gastropoda,Nudibranchia,Calycidorididae,Calycidoris,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Chionoecetes opilio,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chionoecetes opilio,Species,urn:lsid:marinespecies.org:taxname:107315,"Fabricius, 1788",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,biomass,Grams per 1000 square meter,378.117
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Cistenides hyperborea,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cistenides hyperborea,Species,urn:lsid:marinespecies.org:taxname:157317,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Pectiriidae,Cistenides,biomass,Grams per 1000 square meter,612.189
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Crangon dalli,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Crangon dalli,Species,urn:lsid:marinespecies.org:taxname:254486,"Rathbun, 1902",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,biomass,Grams per 1000 square meter,7.502
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Cryptonatica affinis,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cryptonatica affinis,Species,urn:lsid:marinespecies.org:taxname:140525,"Gmelin, 1791",Animalia,Mollusca,Gastropoda,Littorinimorpha,Ticidae,Cryptonatica,biomass,Grams per 1000 square meter,234.072
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Cylichnoides occultus,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cylichnoides occultus,Species,urn:lsid:marinespecies.org:taxname:884604,"Mighels & C. B. Adams, 1842",Animalia,Mollusca,Gastropoda,Cephalaspidea,Eoscaphandridae,Cylichnoides,biomass,Grams per 1000 square meter,1.801
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Distaplia alaskensis,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Distaplia alaskensis,Species,urn:lsid:marinespecies.org:taxname:181923,"Calman, 1912",Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,biomass,Grams per 1000 square meter,1.801
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Eualus,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus,Genus,urn:lsid:marinespecies.org:taxname:106986,"Thallwitz, 1891",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,6.002
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Eucratea loricata,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eucratea loricata,Species,urn:lsid:marinespecies.org:taxname:111361,"Linnaeus, 1758",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eucrateidae,Eucratea,biomass,Grams per 1000 square meter,54.017
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Euspira pallida,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Euspira pallida,Species,urn:lsid:marinespecies.org:taxname:140536,"Broderip & G. B. Sowerby I, 1829",Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Gersemia rubiformis,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Gersemia rubiformis,Species,urn:lsid:marinespecies.org:taxname:156103,"Ehrenberg, 1834",Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Alcyoniidae,Gersemia,biomass,Grams per 1000 square meter,54.017
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Golfingia margaritacea,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Golfingia margaritacea,Species,urn:lsid:marinespecies.org:taxname:175027,"Sars, 1851",Animalia,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Harmothoe imbricata,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Harmothoe imbricata,Species,urn:lsid:marinespecies.org:taxname:130769,"Linnaeus, 1767",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Hyas coarctatus,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hyas coarctatus,Species,urn:lsid:marinespecies.org:taxname:107323,"Leach, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,biomass,Grams per 1000 square meter,198.061
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Iphionopsis,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Iphinopsis,Genus,urn:lsid:marinespecies.org:taxname:137727  ,"Dall, 1924",Animalia,Mollusca,Gastropoda,NA,Cancellariidae,Iphinopsis,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Labidochirus splendescens,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Labidochirus splendescens,Species,urn:lsid:marinespecies.org:taxname:248348,"Owen, 1839",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,biomass,Grams per 1000 square meter,90.028
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Lafoeina maxima,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Lafoeina maxima,Species,urn:lsid:marinespecies.org:taxname:117411,"Levinsen, 1893",Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulinidae,Lafoeina,biomass,Grams per 1000 square meter,36.011
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Leptasterias groenlandica,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias groenlandica,Species,urn:lsid:marinespecies.org:taxname:369176,"Steenstrup in Lutken, 1857",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,biomass,Grams per 1000 square meter,162.05
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Limneria undata,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Limneria undata,Species,urn:lsid:marinespecies.org:taxname:159903,"T. Brown, 1839",Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Limneria,biomass,Grams per 1000 square meter,18.006
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Margarites costalis,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Margarites costalis,Species,urn:lsid:marinespecies.org:taxname:141819,"A. Gould, 1841",Animalia,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,biomass,Grams per 1000 square meter,144.044
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Myriotrochus rinkii,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Myriotrochus rinkii,Species,urn:lsid:marinespecies.org:taxname:124446,"Steenstrup, 1851",Animalia,Echinodermata,Holothuroidea,Apodida,Myriotrochidae,Myriotrochus,biomass,Grams per 1000 square meter,558.172
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Nemertea,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Nemertea,Phylum,urn:lsid:marinespecies.org:taxname:152391,NA,Animalia,Nemertea,NA,NA,NA,NA,biomass,Grams per 1000 square meter,9.003
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Neptunea heros,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Neptunea heros,Species,urn:lsid:marinespecies.org:taxname:254479,"J. E. Gray, 1850",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,biomass,Grams per 1000 square meter,72.022
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Nodulotrophon coronatus,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Nodulotrophon coronatus,Species,urn:lsid:marinespecies.org:taxname:399228,"H. Adams & A. Adams, 1864",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nodulotrophon,biomass,Grams per 1000 square meter,108.033
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Nymphon,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Nymphon,Genus,urn:lsid:marinespecies.org:taxname:134591,"Fabricius, 1794",Animalia,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,biomass,Grams per 1000 square meter,1.801
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Ophiura sarsii,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura sarsii,Species,urn:lsid:marinespecies.org:taxname:124934,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,biomass,Grams per 1000 square meter,3096.955
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Pagurus capillatus,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pagurus capillatus,Species,urn:lsid:marinespecies.org:taxname:254489,"Benedict, 1892",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,biomass,Grams per 1000 square meter,90.028
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Paramphithoe polyacantha,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Paramphithoe polyacantha,Species,urn:lsid:marinespecies.org:taxname:102154,"Murdoch, 1885",Animalia,Arthropoda,Malacostraca,Amphipoda,Paramphithoidae,Paramphithoe,biomass,Grams per 1000 square meter,9.003
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Pelonaia corrugata,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pelonaia corrugata,Species,urn:lsid:marinespecies.org:taxname:103894,"Goodsir & Forbes, 1841",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Pelonaia,biomass,Grams per 1000 square meter,72.022
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Propebela nobilis,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Propebela nobilis,Species,urn:lsid:marinespecies.org:taxname:160450,"Møller, 1842",Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Propebela,biomass,Grams per 1000 square meter,36.011
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Rhachotropis aculeata,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Rhachotropis aculeata,Species,urn:lsid:marinespecies.org:taxname:102224,"Lepechin, 1780",Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,biomass,Grams per 1000 square meter,36.011
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Serripes groenlandicus,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Serripes groenlandicus,Species,urn:lsid:marinespecies.org:taxname:582749,"Mohr, 1786",Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,biomass,Grams per 1000 square meter,54.017
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Solariella obscura,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Solariella obscura,Species,urn:lsid:marinespecies.org:taxname:141840,"Couthouy, 1838",Animalia,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella,biomass,Grams per 1000 square meter,54.017
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Stegophiura nodosa,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stegophiura nodosa,Species,urn:lsid:marinespecies.org:taxname:124943,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Stegophiura,biomass,Grams per 1000 square meter,72.022
9/25/2023,SKQ202312S-DBO4.6n,SKQ202312S-DBO4.6n-Synidotea bicuspida,71.85369,-162.157262,8:41:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Synidotea bicuspida,Species,urn:lsid:marinespecies.org:taxname:156445,"Owen, 1839",Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,biomass,Grams per 1000 square meter,18.006
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Actiniaria,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Actiniaria,Order,urn:lsid:marinespecies.org:taxname:1360,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,NA,NA,biomass,Grams per 1000 square meter,34.425
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Alcyonidium disciforme,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Alcyonidium disciforme,Species,urn:lsid:marinespecies.org:taxname:111598,"Smitt, 1872",Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,biomass,Grams per 1000 square meter,112.836
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Alcyonidium gelatinosum,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Alcyonidium gelatinosum,Species,urn:lsid:marinespecies.org:taxname:111600,"Linnaeus, 1761",Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,biomass,Grams per 1000 square meter,508.719
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Arctonoe fragilis,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Arctonoe fragilis,Species,urn:lsid:marinespecies.org:taxname:333029,"Baird, 1863",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,biomass,Grams per 1000 square meter,1.912
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Argis,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Argis,Genus,urn:lsid:marinespecies.org:taxname:107006,"Krøyer, 1843",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,biomass,Grams per 1000 square meter,82.236
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Ascidiacea,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ascidiacea,Class,urn:lsid:marinespecies.org:taxname:1839,"Blainville, 1824",Animalia,Chordata,Ascidiacea,NA,NA,NA,biomass,Grams per 1000 square meter,13.387
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Asterias amurensis,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Asterias amurensis,Species,urn:lsid:marinespecies.org:taxname:254497,"Lutken, 1871",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,biomass,Grams per 1000 square meter,15724.383
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Boltenia ovifera,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Boltenia ovifera,Species,urn:lsid:marinespecies.org:taxname:103815,"Linnaeus, 1767",Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,biomass,Grams per 1000 square meter,0.956
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Bryozoa - soft lobed,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Bryozoa - soft lobed,Phylum,urn:lsid:marinespecies.org:taxname:146142,NA,Animalia,Bryozoa,NA,NA,NA,NA,biomass,Grams per 1000 square meter,13.387
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Chionoecetes opilio,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chionoecetes opilio,Species,urn:lsid:marinespecies.org:taxname:107315,"Fabricius, 1788",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,biomass,Grams per 1000 square meter,47.812
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Crangon dalli,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Crangon dalli,Species,urn:lsid:marinespecies.org:taxname:254486,"Rathbun, 1902",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,biomass,Grams per 1000 square meter,24.862
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Dendrobeania,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Dendrobeania,Genus,urn:lsid:marinespecies.org:taxname:110842,"Levinsen, 1909",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Dendrobeania,biomass,Grams per 1000 square meter,3.825
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Echinarachnius parma,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Echinarachnius parma,Species,urn:lsid:marinespecies.org:taxname:158062,"Lamarck, 1816",Animalia,Echinodermata,Echinoidea,Echinolampadacea,Echinarachniidae,Echinarachnius,biomass,Grams per 1000 square meter,139.611
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Eucratea loricata,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eucratea loricata,Species,urn:lsid:marinespecies.org:taxname:111361,"Linnaeus, 1758",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eucrateidae,Eucratea,biomass,Grams per 1000 square meter,118.574
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Golfingia margaritacea,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Golfingia margaritacea,Species,urn:lsid:marinespecies.org:taxname:175027,"Sars, 1851",Animalia,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,biomass,Grams per 1000 square meter,0.191
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Gorgonocephalus eucnemis,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Gorgonocephalus eucnemis,Species,urn:lsid:marinespecies.org:taxname:124969,"Müller & Troschel, 1842",Animalia,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Gorgonocephalus,biomass,Grams per 1000 square meter,1778.603
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Henricia tumida,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Henricia tumida,Species,urn:lsid:marinespecies.org:taxname:369147,"Verrill, 1909",Animalia,Echinodermata,Asteroidea,Spinulosida,Echisteridae,Henricia,biomass,Grams per 1000 square meter,5.737
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Hyas coarctatus,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hyas coarctatus,Species,urn:lsid:marinespecies.org:taxname:107323,"Leach, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,biomass,Grams per 1000 square meter,120.486
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Hydrozoa,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hydrozoa,Class,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",Animalia,Cnidaria,Hydrozoa,NA,NA,NA,biomass,Grams per 1000 square meter,22.95
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Labidochirus splendescens,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Labidochirus splendescens,Species,urn:lsid:marinespecies.org:taxname:248348,"Owen, 1839",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,biomass,Grams per 1000 square meter,61.199
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Leptasterias arctica,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias arctica,Species,urn:lsid:marinespecies.org:taxname:369158,"Murdoch, 1885",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,biomass,Grams per 1000 square meter,26.775
9/26/2023,SKQ202312S-IC11,SKQ202312S-IC11-Musculus niger,70.583097,-162.498076,17:30:33,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Musculus niger,Species,urn:lsid:marinespecies.org:taxname:140474,"J. E. Gray, 1824",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,biomass,Grams per 1000 square meter,24.862
