samp_name,samp_category,neg_cont_type,pos_cont_type,materialSampleID,sample_derived_from,sample_composed_of,rel_cont_id,biological_rep_relation,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,geo_loc_name,eventDate,eventDurationValue,verbatimEventDate,verbatimEventTime,env_broad_scale,env_local_scale,env_medium,habitat_natural_artificial_0_1,samp_collect_method,samp_collect_device,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,samp_store_dur,samp_store_loc,dna_store_loc,samp_store_method_additional,samp_mat_process,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prepped_samp_store_dur,prep_method_additional,date_ext,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration,concentration_unit,concentration_method,ratioOfAbsorbance260_280,pool_dna_num,nucl_acid_ext_method_additional,assay_name,minimumDepthInMeters,maximumDepthInMeters,tot_depth_water_col,temp,chlorophyll,salinity,diss_oxygen,diss_oxygen_unit,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,pressure,pressure_unit,silicate,silicate_unit,cruise_id,station_id,ctd_cast_number,ctd_bottle_number,replicate_number,extract_id,extract_plate,extract_well,collection_depth
e04258,sample,not applicable,not applicable,E1877.SKQ23-12S,E1877.SKQ23-12S,not applicable,,not applicable,-174.67402,62.19452,174° 40.410' W,62° 11.695' N,degrees minutes seconds,WGS84,USA: Bering Sea,2023-09-14T13:34:00Z,T0S/T1S,9/14/2023,5:34,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT10H26M,2 mL of 96% molecular grade ethanol used for preservation.,5/8/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,4.16,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,65.929,66.929,71,-1.5216,0.0832,31.837,280.045,mmol/kg,13,µmol/L,0.04,µmol/L,2.77,µmol/L,1.905,µmol/L,67.589,dbar,41.1,µmol/L,SKQ23 EcoFOCI DBO,M8,1,1,1,e04258,35_2024,F8,67.7
e04227,sample,not applicable,not applicable,E2004.SKQ23-12S,E2004.SKQ23-12S,not applicable,,not applicable,-167.48594,68.13268,167° 29.218' W,67° 07.974' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-01T15:48:00Z,T0S/T1S,10/1/2023,7:48,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P239DT8H12M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,1,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,28.915,29.915,50,3.6219,0.0889,32.014,266.732,mmol/kg,5,µmol/L,0.24,µmol/L,4.79,µmol/L,1.41,µmol/L,30.22,dbar,21.6,µmol/L,SKQ23 EcoFOCI DBO,DBO3.4,71,6,1,e04227,35_2024,G4,30
e04228,sample,not applicable,not applicable,E2005.SKQ23-12S,E2005.SKQ23-12S,not applicable,,not applicable,-167.48587,68.1327,167° 29.218' W,67° 07.974' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-01T15:53:00Z,T0S/T1S,10/1/2023,7:53,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P239DT8H7M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,3.15,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.384,10.384,50,3.8921,1.3319,32.0011,279.735,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,10.489,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,DBO3.4,71,14,1,e04228,35_2024,H4,10
e04229,sample,not applicable,not applicable,E2006.SKQ23-12S,E2006.SKQ23-12S,not applicable,,not applicable,-167.87296,68.0118,167° 52.500' W,67° 00.780' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-01T18:55:00Z,T0S/T1S,10/1/2023,10:55,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P239DT5H5M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,1.41,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,45.872,46.872,53,3.0023,0.1559,32.2774,234.781,mmol/kg,9.9,µmol/L,0.34,µmol/L,6.41,µmol/L,1.893,µmol/L,47.351,dbar,36.1,µmol/L,SKQ23 EcoFOCI DBO,DBO3.5,72,1,1,e04229,35_2024,A5,47.4
e04230,sample,not applicable,not applicable,E2007.SKQ23-12S,E2007.SKQ23-12S,not applicable,,not applicable,-167.87198,68.01128,167° 52.500' W,67° 00.780' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-01T19:00:00Z,T0S/T1S,10/1/2023,11:00,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P239DT5H,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,2.66,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,28.84,29.84,53,2.8937,0.1631,32.1983,245.569,mmol/kg,8.6,µmol/L,0.32,µmol/L,6.04,µmol/L,1.781,µmol/L,30.144,dbar,31.7,µmol/L,SKQ23 EcoFOCI DBO,DBO3.5,72,9,1,e04230,35_2024,B5,30
e04231,sample,not applicable,not applicable,E2008.SKQ23-12S,E2008.SKQ23-12S,not applicable,,not applicable,-167.87125,68.01076,167° 52.500' W,67° 00.780' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-01T19:04:00Z,T0S/T1S,10/1/2023,11:04,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P239DT4H56M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,10.5,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.278,10.278,53,4.8234,2.2641,29.779,300.277,mmol/kg,0.6,µmol/L,0.05,µmol/L,0.41,µmol/L,0.746,µmol/L,10.382,dbar,17.7,µmol/L,SKQ23 EcoFOCI DBO,DBO3.5,72,15,1,e04231,35_2024,C5,10
e04232,sample,not applicable,not applicable,E2009.SKQ23-12S,E2009.SKQ23-12S,not applicable,,not applicable,-167.29568,68.18696,167° 17.698' W,68° 11.204' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-02T03:48:00Z,T0S/T1S,10/1/2023,19:48,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P238DT20H12M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,1.14,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,40.65,41.65,48,3.3252,0.1045,32.0532,267.492,mmol/kg,5.1,µmol/L,0.23,µmol/L,4.81,µmol/L,1.409,µmol/L,42.075,dbar,20.6,µmol/L,SKQ23 EcoFOCI DBO,DBO3.3,74,1,1,e04232,35_2024,D5,42
e04233,sample,not applicable,not applicable,E2010.SKQ23-12S,E2010.SKQ23-12S,not applicable,,not applicable,-167.29566,68.18692,167° 17.698' W,68° 11.204' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-02T03:51:00Z,T0S/T1S,10/1/2023,19:51,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P238DT20H9M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,2.02,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,29.296,30.296,48,4.7208,0.0862,31.8812,268.587,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,30.604,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,DBO3.3,74,6,1,e04233,35_2024,E5,30
e04234,sample,not applicable,not applicable,E2011.SKQ23-12S,E2011.SKQ23-12S,not applicable,,not applicable,-167.29565,68.187,167° 17.698' W,68° 11.204' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-02T03:58:00Z,T0S/T1S,10/1/2023,19:58,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P238DT20H2M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,10.6,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.182,10.182,48,6.2002,1.0201,29.6246,284.763,mmol/kg,0.8,µmol/L,0.06,µmol/L,1.77,µmol/L,0.847,µmol/L,10.286,dbar,13.9,µmol/L,SKQ23 EcoFOCI DBO,DBO3.3,74,13,1,e04234,35_2024,F5,10
e04235,sample,not applicable,not applicable,E2012.SKQ23-12S,E2012.SKQ23-12S,not applicable,,not applicable,-167.1226,68.24656,167° 07.320' W,68° 14.810' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-02T05:47:00Z,T0S/T1S,10/1/2023,21:47,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P238DT18H13M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,1.97,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,36.813,37.813,43,4.4659,0.1248,31.896,266.624,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,38.199,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,DBO3.2,75,1,1,e04235,35_2024,G5,38.3
e04236,sample,not applicable,not applicable,E2013.SKQ23-12S,E2013.SKQ23-12S,not applicable,,not applicable,-167.12294,68.24616,167° 07.320' W,68° 14.810' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-02T05:56:00Z,T0S/T1S,10/1/2023,21:56,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P238DT18H4M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,10.4,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,8.935,9.935,43,7.4919,0.6851,29.1797,270.228,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,10.035,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,DBO3.2,75,12,1,e04236,35_2024,H5,10
e04237,sample,not applicable,not applicable,E2014.SKQ23-12S,E2014.SKQ23-12S,not applicable,,not applicable,-166.9241,68.30194,166° 55.440' W,68° 18.250' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-02T08:23:00Z,T0S/T1S,10/2/2023,0:23,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P238DT15H37M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,1.66,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,28.638,29.638,34,4.8378,0.1168,31.8195,264.723,mmol/kg,3.1,µmol/L,0.17,µmol/L,4.22,µmol/L,1.216,µmol/L,29.94,dbar,16.2,µmol/L,SKQ23 EcoFOCI DBO,DBO3.1,76,1,1,e04237,35_2024,A6,30
e04238,sample,not applicable,not applicable,E2015.SKQ23-12S,E2015.SKQ23-12S,not applicable,,not applicable,-166.92404,68.302,166° 55.440' W,68° 18.250' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-10-02T08:29:00Z,T0S/T1S,10/2/2023,0:29,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P238DT15H31M,2 mL of 96% molecular grade ethanol used for preservation.,5/28/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,15.5,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.275,10.275,34,6.7612,1.125,26.0547,286.632,mmol/kg,0.4,µmol/L,0.06,µmol/L,0.5,µmol/L,0.627,µmol/L,10.38,dbar,16.4,µmol/L,SKQ23 EcoFOCI DBO,DBO3.1,76,8,1,e04238,35_2024,B6,10
e04239,sample,not applicable,not applicable,E2016.SKQ23-12S,E2016.SKQ23-12S,not applicable,,not applicable,-168.84239,65.78194,168° 50.381' W,65° 46.943' N,degrees minutes seconds,WGS84,USA: Bering Sea,2023-10-03T04:44:00Z,T0S/T1S,10/2/2023,20:44,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P234DT19H16M,2 mL of 96% molecular grade ethanol used for preservation.,5/25/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,9.62,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,41.846,42.846,45,3.0691,0.8102,32.9106,239.609,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,43.277,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,BS8,77,1,1,e04239,35_2024,C6,43.2
e04240,sample,not applicable,not applicable,E2017.SKQ23-12S,E2017.SKQ23-12S,not applicable,,not applicable,-168.84292,65.78176,168° 50.381' W,65° 46.943' N,degrees minutes seconds,WGS84,USA: Bering Sea,2023-10-03T04:47:00Z,T0S/T1S,10/2/2023,20:47,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P234DT19H13M,2 mL of 96% molecular grade ethanol used for preservation.,5/25/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,10.4,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,29.378,30.378,45,3.0606,0.6536,32.9077,242.055,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,30.683,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,BS8,77,7,1,e04240,35_2024,D6,30
e04241,sample,not applicable,not applicable,E2018.SKQ23-12S,E2018.SKQ23-12S,not applicable,,not applicable,-168.8442,65.78132,168° 50.381' W,65° 46.943' N,degrees minutes seconds,WGS84,USA: Bering Sea,2023-10-03T04:54:00Z,T0S/T1S,10/2/2023,20:54,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P234DT19H6M,2 mL of 96% molecular grade ethanol used for preservation.,5/25/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,15.6,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,8.955,9.955,45,3.7,0.8701,32.2129,287.855,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,10.054,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,BS8,77,14,1,e04241,35_2024,E6,10
